vcv_accession	rcv_accession	gene_symbols	review_stars	review_status	clinical_significance	conditions
VCV000005391	RCV006635412	RRM2B	1	criteria provided, single submitter	Pathogenic	{'name': 'Mitochondrial DNA depletion syndrome 8a', 'database': 'MedGen', 'id': 'C2749861'}
VCV000005533	RCV000005871	NR2E3	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Retinitis pigmentosa 37', 'database': 'MedGen', 'id': 'C1970163'}
VCV000005533	RCV000286602	NR2E3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000005533	RCV000787628	NR2E3	0	no assertion criteria provided	Pathogenic	{'name': 'Retinitis pigmentosa', 'database': 'MedGen', 'id': 'C0035334'}
VCV000005533	RCV001075751	NR2E3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Retinal dystrophy', 'database': 'MedGen', 'id': 'C0854723'}
VCV000005533	RCV006261933	NR2E3	1	criteria provided, single submitter	Pathogenic	{'name': 'Retinal disorder', 'database': 'MedGen', 'id': 'C0035309'}
VCV000005658	RCV000006012	SPAST	1	criteria provided, single submitter	Pathogenic	{'name': 'Hereditary spastic paraplegia 4', 'database': 'MedGen', 'id': 'C1866855'}
VCV000005658	RCV004589497	SPAST	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000005750	RCV000006106	SLC22A4	0	no assertion criteria provided	Benign	{'name': 'SLC22A4 POLYMORPHISM'}
VCV000005750	RCV001682707	SLC22A4	2	criteria provided, multiple submitters, no conflicts	Benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000005750	RCV006445459	SLC22A4	1	criteria provided, single submitter	Benign	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000005924	RCV000006287	SCN4A	0	no assertion criteria provided	Pathogenic	{'name': 'Paramyotonia congenita of Von Eulenburg', 'database': 'MedGen', 'id': 'C0221055'}
VCV000005941	RCV000006304	KCNMB1	0	no assertion criteria provided	protective	{'name': 'HYPERTENSION, DIASTOLIC, RESISTANCE TO', 'database': 'MedGen', 'id': 'C1837739'}
VCV000005941	RCV003982827	KCNMB1	0	no assertion criteria provided	Benign	{'name': 'KCNMB1-related disorder'}
VCV000006000	RCV000006366	SLC25A15	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome', 'database': 'MedGen', 'id': 'C0268540'}
VCV000006053	RCV000006425	KCNE2	2	criteria provided, multiple submitters, no conflicts	Uncertain significance; risk factor	{'name': 'Long QT syndrome 6', 'database': 'MedGen', 'id': 'C3150953'}
VCV000006053	RCV000058360	KCNE2	0	no classification provided	not provided	{'name': 'Congenital long QT syndrome', 'database': 'MedGen', 'id': 'C1141890'}
VCV000006053	RCV000212497	KCNE2	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006053	RCV000407848	KCNE2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'KCNE2-related disorder', 'database': 'MedGen', 'id': 'CN239320'}
VCV000006053	RCV001841228	KCNE2	0	no assertion criteria provided	Likely pathogenic	{'name': 'Cardiac arrhythmia', 'database': 'MedGen', 'id': 'C0003811'}
VCV000006053	RCV002399310	KCNE2	1	criteria provided, single submitter	Likely benign	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000006053	RCV004772828	KCNE2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Long QT syndrome', 'database': 'MedGen', 'id': 'C0023976'}
VCV000006053	RCV005237356	KCNE2	1	criteria provided, single submitter	Uncertain significance	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000006055	RCV000006427	KCNE2	0	no assertion criteria provided	Pathogenic	{'name': 'Atrial fibrillation, familial, 4', 'database': 'MedGen', 'id': 'C1862394'}
VCV000006055	RCV000058377	KCNE2	0	no classification provided	not provided	{'name': 'Atrial fibrillation', 'database': 'MedGen', 'id': 'C0004238'}
VCV000006055	RCV000157256	KCNE2	0	no assertion criteria provided	Uncertain significance	{'name': 'Long QT syndrome', 'database': 'MedGen', 'id': 'C0023976'};{'name': 'Primary familial hypertrophic cardiomyopathy', 'database': 'MedGen', 'id': 'C0949658'}
VCV000006055	RCV000490451	KCNE2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Atrial fibrillation, familial, 4', 'database': 'MedGen', 'id': 'C1862394'};{'name': 'Long QT syndrome 6', 'database': 'MedGen', 'id': 'C3150953'}
VCV000006055	RCV000756281	KCNE2	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006055	RCV001080271	KCNE2	1	criteria provided, single submitter	Likely benign	{'name': 'Long QT syndrome 6', 'database': 'MedGen', 'id': 'C3150953'}
VCV000006055	RCV004018576	KCNE2	1	criteria provided, single submitter	Benign	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000006080	RCV000006453	APOL1	0	no assertion criteria provided	risk factor	{'name': 'Focal segmental glomerulosclerosis 4, susceptibility to', 'database': 'MedGen', 'id': 'C2675525'}
VCV000006080	RCV001195215	APOL1	1	criteria provided, single submitter	risk factor	{'name': 'Hyalinosis, Segmental Glomerular', 'database': 'MedGen', 'id': 'C0086432'}
VCV000006080	RCV002468554	APOL1	0	no assertion criteria provided	Established risk allele	{'name': 'Focal segmental glomerulosclerosis, susceptibility to'}
VCV000006151	RCV000006526	TRPC6	1	criteria provided, single submitter	Pathogenic	{'name': 'Focal segmental glomerulosclerosis 2', 'database': 'MedGen', 'id': 'C1858915'}
VCV000006152	RCV000006527	TRPC6	0	no assertion criteria provided	Conflicting classifications of pathogenicity	{'name': 'Focal segmental glomerulosclerosis 2', 'database': 'MedGen', 'id': 'C1858915'}
VCV000006152	RCV000782220	TRPC6	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006154	RCV000006529	TRPC6	0	no assertion criteria provided	Pathogenic	{'name': 'Focal segmental glomerulosclerosis 2', 'database': 'MedGen', 'id': 'C1858915'}
VCV000006154	RCV005089193	TRPC6	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006155	RCV000006530	TRPC6	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Focal segmental glomerulosclerosis 2', 'database': 'MedGen', 'id': 'C1858915'}
VCV000006155	RCV000681872	TRPC6	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006155	RCV001328174	TRPC6	0	no assertion criteria provided	Pathogenic	{'name': 'Nephrotic syndrome', 'database': 'MedGen', 'id': 'C0027726'}
VCV000006155	RCV004751205	TRPC6	0	no assertion criteria provided	Pathogenic	{'name': 'TRPC6-related disorder'}
VCV000006156	RCV000006531	TRPC6	0	no assertion criteria provided	Pathogenic	{'name': 'Focal segmental glomerulosclerosis 2', 'database': 'MedGen', 'id': 'C1858915'}
VCV000006156	RCV000681807	TRPC6	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006156	RCV003362661	TRPC6	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000006189	RCV000006566	YARS1	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Charcot-Marie-Tooth disease dominant intermediate C', 'database': 'MedGen', 'id': 'C1842237'}
VCV000006189	RCV000789621	YARS1	0	no assertion criteria provided	Uncertain significance	{'name': 'Charcot-Marie-Tooth disease', 'database': 'MedGen', 'id': 'C0007959'}
VCV000006189	RCV003328123	YARS1	1	criteria provided, single submitter	Pathogenic	{'name': 'Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset 2', 'database': 'MedGen', 'id': 'C5543623'}
VCV000006280	RCV000006658	LRP5	0	no assertion criteria provided	Pathogenic	{'name': 'High bone mass', 'database': 'MedGen', 'id': 'C1866080'}
VCV000006280	RCV002512843	LRP5	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006280	RCV006268073	LRP5	1	criteria provided, single submitter	Pathogenic	{'name': 'Disorder of bone', 'database': 'MedGen', 'id': 'C0005940'}
VCV000006282	RCV000006660	LRP5	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Worth disease', 'database': 'MedGen', 'id': 'C0432273'}
VCV000006282	RCV000006661	LRP5	0	no assertion criteria provided	Pathogenic	{'name': 'Autosomal dominant osteopetrosis 1', 'database': 'MedGen', 'id': 'C1843330'}
VCV000006282	RCV000383760	LRP5	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006282	RCV004742220	LRP5	0	no assertion criteria provided	Pathogenic	{'name': 'LRP5-related disorder'}
VCV000006282	RCV005624678	LRP5	1	criteria provided, single submitter	Pathogenic	{'name': 'Skeletal dysplasia', 'database': 'MedGen', 'id': 'C0410528'}
VCV000006283	RCV000006663	LRP5	0	no assertion criteria provided	Pathogenic	{'name': 'Worth disease', 'database': 'MedGen', 'id': 'C0432273'}
VCV000006283	RCV000786921	LRP5	0	no assertion criteria provided	Pathogenic	{'name': 'Autosomal dominant osteopetrosis 1', 'database': 'MedGen', 'id': 'C1843330'}
VCV000006283	RCV005229766	LRP5	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006284	RCV000006664	LRP5	0	no assertion criteria provided	Pathogenic	{'name': 'Worth disease', 'database': 'MedGen', 'id': 'C0432273'}
VCV000006285	RCV000006665	LRP5	0	no assertion criteria provided	Pathogenic	{'name': 'Autosomal dominant osteopetrosis 1', 'database': 'MedGen', 'id': 'C1843330'}
VCV000006349	RCV000006721	SCN9A	1	criteria provided, single submitter	Pathogenic	{'name': 'Primary erythromelalgia', 'database': 'MedGen', 'id': 'C0014805'}
VCV000006349	RCV002512849	SCN9A	1	criteria provided, single submitter	Pathogenic	{'name': 'Generalized epilepsy with febrile seizures plus, type 7', 'database': 'MedGen', 'id': 'C2751778'};{'name': 'Neuropathy, hereditary sensory and autonomic, type 2A', 'database': 'MedGen', 'id': 'C2752089'}
VCV000006350	RCV000006722	SCN9A	0	no assertion criteria provided	Pathogenic	{'name': 'Primary erythromelalgia', 'database': 'MedGen', 'id': 'C0014805'}
VCV000006350	RCV001004018	SCN9A	0	no assertion criteria provided	Likely pathogenic	{'name': 'Abnormality of pain sensation', 'database': 'MedGen', 'id': 'C4023691'};{'name': 'Acute episodes of neuropathic symptoms', 'database': 'MedGen', 'id': 'C1867971'}
VCV000006350	RCV001067998	SCN9A	1	criteria provided, single submitter	Pathogenic	{'name': 'Generalized epilepsy with febrile seizures plus, type 7', 'database': 'MedGen', 'id': 'C2751778'};{'name': 'Neuropathy, hereditary sensory and autonomic, type 2A', 'database': 'MedGen', 'id': 'C2752089'}
VCV000006350	RCV001270748	SCN9A	1	criteria provided, single submitter	Pathogenic	{'name': 'SCN9A-related peripheral neuropathies associated with increased pain'}
VCV000006350	RCV001781194	SCN9A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006351	RCV000006723	SCN9A	0	no assertion criteria provided	Conflicting classifications of pathogenicity	{'name': 'Primary erythromelalgia', 'database': 'MedGen', 'id': 'C0014805'}
VCV000006352	RCV000006724	SCN9A	0	no assertion criteria provided	Pathogenic	{'name': 'Primary erythromelalgia', 'database': 'MedGen', 'id': 'C0014805'}
VCV000006364	RCV000006736	SCN9A	0	no assertion criteria provided	Pathogenic	{'name': 'Primary erythromelalgia', 'database': 'MedGen', 'id': 'C0014805'}
VCV000006370	RCV000006742	SCN9A	1	criteria provided, single submitter	Likely benign	{'name': 'Primary erythromelalgia', 'database': 'MedGen', 'id': 'C0014805'}
VCV000006370	RCV000309032	SCN9A	1	criteria provided, single submitter	Likely benign	{'name': 'Channelopathy-associated congenital insensitivity to pain, autosomal recessive', 'database': 'MedGen', 'id': 'C1855739'}
VCV000006370	RCV000402111	SCN9A	1	criteria provided, single submitter	Likely benign	{'name': 'Paroxysmal extreme pain disorder', 'database': 'MedGen', 'id': 'C1833661'}
VCV000006370	RCV000532835	SCN9A	1	criteria provided, single submitter	Likely benign	{'name': 'Generalized epilepsy with febrile seizures plus, type 7', 'database': 'MedGen', 'id': 'C2751778'};{'name': 'Neuropathy, hereditary sensory and autonomic, type 2A', 'database': 'MedGen', 'id': 'C2752089'}
VCV000006431	RCV000006800	TSHR	0	no assertion criteria provided	Pathogenic	{'name': 'Thyroid adenoma, hyperfunctioning, somatic', 'database': 'MedGen', 'id': 'C1863960'}
VCV000006450	RCV000006820	TSHR	0	no assertion criteria provided	Pathogenic	{'name': 'Familial hyperthyroidism due to mutations in TSH receptor', 'database': 'MedGen', 'id': 'C1836706'}
VCV000006450	RCV002468962	TSHR	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006451	RCV000006821	TSHR	0	no assertion criteria provided	Pathogenic	{'name': 'Familial hyperthyroidism due to mutations in TSH receptor', 'database': 'MedGen', 'id': 'C1836706'}
VCV000006451	RCV000006822	TSHR	0	no assertion criteria provided	Pathogenic	{'name': 'Thyroid adenoma, hyperfunctioning, somatic', 'database': 'MedGen', 'id': 'C1863960'}
VCV000006452	RCV000006823	TSHR	0	no assertion criteria provided	Pathogenic	{'name': 'Familial hyperthyroidism due to mutations in TSH receptor', 'database': 'MedGen', 'id': 'C1836706'}
VCV000006453	RCV000006824	TSHR	0	no assertion criteria provided	Pathogenic	{'name': 'Familial gestational hyperthyroidism', 'database': 'MedGen', 'id': 'C1863959'}
VCV000006454	RCV000006825	TSHR	0	no assertion criteria provided	Pathogenic	{'name': 'Familial hyperthyroidism due to mutations in TSH receptor', 'database': 'MedGen', 'id': 'C1836706'}
VCV000006468	RCV000006841	EPAS1	0	no assertion criteria provided	Pathogenic	{'name': 'Erythrocytosis, familial, 4', 'database': 'MedGen', 'id': 'C2673187'}
VCV000006469	RCV000006842	EPAS1	1	criteria provided, single submitter	Pathogenic	{'name': 'Erythrocytosis, familial, 4', 'database': 'MedGen', 'id': 'C2673187'}
VCV000006469	RCV001532400	EPAS1	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006470	RCV000006843	EPAS1	0	no assertion criteria provided	Pathogenic	{'name': 'Erythrocytosis, familial, 4', 'database': 'MedGen', 'id': 'C2673187'}
VCV000006724	RCV000007116	FAAH	0	no assertion criteria provided	Benign	{'name': 'FAAH POLYMORPHISM'}
VCV000006724	RCV002496290	FAAH	1	criteria provided, single submitter	Likely benign	{'name': 'Polysubstance abuse, susceptibility to', 'database': 'MedGen', 'id': 'C1847831'}
VCV000006724	RCV003974803	FAAH	0	no assertion criteria provided	Benign	{'name': 'FAAH-related disorder'}
VCV000006724	RCV004713166	FAAH	1	criteria provided, single submitter	Benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006821	RCV000007223	SHOC2	3	reviewed by expert panel	Pathogenic	{'name': 'Noonan syndrome-like disorder with loose anagen hair 1', 'database': 'MedGen', 'id': 'C4478716'}
VCV000006821	RCV000149834	SHOC2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'RASopathy', 'database': 'MedGen', 'id': 'C5555857'}
VCV000006821	RCV000208379	SHOC2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Noonan syndrome', 'database': 'MedGen', 'id': 'C0028326'}
VCV000006821	RCV000213000	SHOC2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000006821	RCV000853278	SHOC2	1	criteria provided, single submitter	Pathogenic	{'name': 'Noonan syndrome-like disorder with loose anagen hair', 'database': 'MedGen', 'id': 'C1843181'}
VCV000006821	RCV001813181	SHOC2	1	criteria provided, single submitter	Pathogenic	{'name': 'Noonan syndrome and Noonan-related syndrome', 'database': 'MedGen', 'id': 'C5681679'}
VCV000006821	RCV002221469	SHOC2	1	criteria provided, single submitter	Pathogenic	{'name': 'Polycystic kidney disease 4', 'database': 'MedGen', 'id': 'C4540575'}
VCV000006821	RCV003330311	SHOC2	1	criteria provided, single submitter	Pathogenic	{'name': 'Noonan syndrome-like disorder with loose anagen hair 1', 'database': 'MedGen', 'id': 'C4478716'};{'name': 'Pectus excavatum', 'database': 'MedGen', 'id': 'C2051831'}
VCV000006821	RCV004752691	SHOC2	0	no assertion criteria provided	Pathogenic	{'name': 'SHOC2-related disorder'}
VCV000006821	RCV006261934	SHOC2	1	criteria provided, single submitter	Pathogenic	{'name': 'Houge-Janssens syndrome 2', 'database': 'MedGen', 'id': 'C4225352'}
VCV000006821	RCV006276134	SHOC2	1	criteria provided, single submitter	Pathogenic	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000007026	RCV000007441	SNCB	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'Lewy body dementia', 'database': 'MedGen', 'id': 'C0752347'}
VCV000007026	RCV002223754	SNCB	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000007026	RCV003944805	SNCB	0	no assertion criteria provided	Pathogenic	{'name': 'SNCB-related disorder'}
