#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
C8orf37	157657	8q22.1	chr8:96257141-96281429	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013786	
CA12	771	15q22.2	chr15:63613577-63674045	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0007747	
CA5A	763	16q24.2	chr16:87915155-87970135	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014332	
CA8	767	8q12.1	chr8:61097971-61193959	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013188	
CABP2	51475	11q13.2	chr11:67286383-67290917	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-08-20	MONDO:0013963	
CABP4	57010	11q13.2	chr11:67219874-67229223	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012490	
CACNA1A	773	19p13.13	chr19:13317256-13617293	3	Sufficient evidence for dosage pathogenicity	19586927	21927611	25735478				0	No evidence available							2017-05-21	MONDO:0007163	
CACNA1C	775	12p13.33	chr12:2162153-2807116	1	Little evidence for dosage pathogenicity							0	No evidence available							2016-03-24		
CACNA1E	777	1q25.3	chr1:181452653-181777219	1	Little evidence for dosage pathogenicity	30343943	34702355					0	No evidence available							2024-09-10	MONDO:0032657	
CADPS2	93664	7q31.32	chr7:121958465-122526514	0	No evidence available							0	No evidence available							2012-07-10		
CALM1	801	14q32.11	chr14:90862846-90874612	0	No evidence available	27535533						0	No evidence available							2023-12-12		
CALM2	805	2p21	chr2:47387221-47404075	0	No evidence available							0	No evidence available							2024-07-09	MONDO:0017990	
CALM3	808	19q13.32	chr19:47104331-47114039	0	No evidence available							0	No evidence available							2024-07-09		
CAMK2A	815	5q32	chr5:149599054-149669693	1	Little evidence for dosage pathogenicity	29100089	29560374	35143101	24463508			0	No evidence available							2023-05-24	MONDO:0030919	
CAMK2B	816	7p13	chr7:44256753-44365193	1	Little evidence for dosage pathogenicity	29100089	33796307	35519826	35753512			0	No evidence available							2023-01-25	MONDO:0030920	
CAMTA1	23261	1p36.31-p36.23	chr1:6845514-7829766	3	Sufficient evidence for dosage pathogenicity	22693284	24738973					0	No evidence available							2017-12-14	MONDO:0013886	
CANT1	124583	17q25.3	chr17:76987798-77005846	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009629	
CAPN3	825	15q15.1	chr15:42651699-42704515	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009675	
CAPRIN1	4076	11p13	chr11:34073278-34124157	1	Little evidence for dosage pathogenicity	35979925	34356170					0	No evidence available							2024-07-24	MONDO:0100038	
CARD14	79092	17q25.3	chr17:78143829-78183130	0	No evidence available							0	No evidence available							2013-08-01		
CASP10	843	2q33.1	chr2:202047864-202094129	1	Little evidence for dosage pathogenicity	21382177						0	No evidence available							2020-04-10		
CASQ2	845	1p13.1	chr1:116242642-116311335	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0017990	
CASZ1	54897	1p36.22	chr1:10696661-10856703	1	Little evidence for dosage pathogenicity	8263302						0	No evidence available							2019-04-25		
CATSPER2	117155	15q15.3	chr15:43920701-43941082	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-09-20		
CBFB	865	16q22.1	chr16:67063052-67134961	0	No evidence available							0	No evidence available							2012-02-22		
CBL	867	11q23.3	chr11:119077049-119178859	0	No evidence available							0	No evidence available							2024-02-14	MONDO:0013308	
CBS	875	21q22.3	chr21:44473301-44496983	30	Gene associated with autosomal recessive phenotype							0	No evidence available	11391481						2016-08-22	MONDO:0009352	
CBY2	220082	13q14.13	chr13:46276455-46288694	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-03		
CC2D2A	57545	4p15.32	chr4:15471489-15603180	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-07-17	MONDO:0015369	
CCBE1	147372	18q21.32	chr18:57098171-57364655	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009337	
CCDC103	388389	17q21.31	chr17:42977097-42982758	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013854	
CCDC39	339829	3q26.33	chr3:180331796-180397277	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013434	
CCDC40	55036	17q25.3	chr17:78010441-78074412	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013435	
CCDC8	83987	19q13.32	chr19:46913586-46916821	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013627	
CCN6	8838	6q21	chr6:112375307-112390889	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0008827	
CCNQ	92002	Xq28	chrX:152853383-152864595	1	Little evidence for dosage pathogenicity	18297069	28322501	36284407				0	No evidence available							2024-06-11	MONDO:0010408	
CCT5	22948	5p15.2	chr5:10250033-10266524	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009748	
CD19	930	16p11.2	chr16:28943292-28950663	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013283	
CD27	939	12p13.31	chr12:6554121-6560879	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2023-07-27	MONDO:0014054	
CD36	948	7q21.11	chr7:80231523-80308593	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012031	
CD3D	915	11q23.3	chr11:118209669-118213420	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014280	
CD3E	916	11q23.3	chr11:118175445-118186888	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-05-09	MONDO:0014278	
CD3G	917	11q23.3	chr11:118215059-118225876	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014276	
CD40LG	959	Xq26.3	chrX:135730317-135742549	3	Sufficient evidence for dosage pathogenicity	22750225	24768948	16019685				0	No evidence available	29499223						2020-04-08	MONDO:0010626	
CD59	966	11p13	chr11:33724556-33758025	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012858	
CD8A	925	2p11.2	chr2:87011728-87035519	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012161	
CDAN1	146059	15q15.2	chr15:43015742-43029326	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009135	
CDC42BPB	9578	14q32.32	chr14:103398717-103523886	1	Little evidence for dosage pathogenicity	22495309	28263302	32031333	31785789	35586607		0	No evidence available							2025-04-23	MONDO:0100038	
CDC73	79577	1q31.2	chr1:193091161-193223945	3	Sufficient evidence for dosage pathogenicity	12434154	28774260	21324824	27544721	32590342		0	No evidence available							2022-04-13	MONDO:0007768	
CDH1	999	16q22.1	chr16:68771195-68869440	3	Sufficient evidence for dosage pathogenicity	26182300	24037103	19168852				0	No evidence available							2020-04-10	MONDO:0007648	
CDH15	1013	16q24.3	chr16:89238156-89261900	0	No evidence available							0	No evidence available							2013-08-08	MONDO:0012946	
CDH23	64072	10q22.1	chr10:73156677-73575704	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0037940	
CDHR1	92211	10q23.1	chr10:85954293-85979377	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013348	
CDIN1	84529	15q14	chr15:36871827-37102445	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014285	
CDK13	8621	7p14.1	chr7:39989855-40139179	2	Some evidence for dosage pathogenicity	31238879	28991257	29393965	33004838	29021403	31810576	0	No evidence available							2024-03-27	MONDO:0000508	
CDK4	1019	12q14.1	chr12:58141510-58146093	0	No evidence available							0	No evidence available							2020-09-02	MONDO:0012183	
CDK5RAP2	55755	9q33.2	chr9:123151153-123342445	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011488	
CDK6	1021	7q21.2	chr7:92234235-92465887	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014484	
CDKL5	6792	Xp22.13	chrX:18443728-18671749	3	Sufficient evidence for dosage pathogenicity	15492925	15689447	19241098				0	No evidence available							2012-07-12	MONDO:0010396	
CDKN1B	1027	12p13.1	chr12:12870302-12875303	3	Sufficient evidence for dosage pathogenicity	30990521	17519308	29036195				0	No evidence available							2020-07-08	MONDO:0012552	
CDKN1C	1028	11p15.4	chr11:2904448-2907005	3	Sufficient evidence for dosage pathogenicity	20503313	23197429	26077438				0	No evidence available	26358311						2020-09-25	MONDO:0007534	
CDKN2A	1029	9p21.3	chr9:21967751-21995323	3	Sufficient evidence for dosage pathogenicity	30291219	29661971	12072543	11156381	18612309		0	No evidence available							2022-03-18	MONDO:0007964	
CDT1	81620	16q24.3	chr16:88870197-88875666	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013431	
CDY1	9085	Yq11.23	chrY:27768264-27771049	0	No evidence available							0	No evidence available							2012-08-22		
CEBPA	1050	19q13.11	chr19:33790840-33793470	0	No evidence available							0	No evidence available							2022-06-09	MONDO:0018874	
CEBPE	1053	14q11.2	chr14:23586515-23588464	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0044207	
CELF4	56853	18q12.2	chr18:34823003-35145761	1	Little evidence for dosage pathogenicity	28714951						0	No evidence available							2022-12-07	MONDO:0001071	
CENPJ	55835	13q12.12-q12.13	chr13:25456417-25496999	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012029	
CENPP	401541	9q22.31	chr9:95087750-95382811	0	No evidence available							0	No evidence available							2012-09-19		
CEP164	22897	11q23.3	chr11:117192494-117283982	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013917	
CEP290	80184	12q21.32	chr12:88442793-88535865	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-08-22	MONDO:0015369	
CEP78	84131	9q21.2	chr9:80850991-80894606	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-10-23	MONDO:0020778	
CERS3	204219	15q26.3	chr15:100940600-101084888	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014010	
CERT1	10087	5q13.3	chr5:74664311-74807806	0	No evidence available							0	No evidence available							2023-01-25		
CFAP53	220136	18q21.1	chr18:47753563-47792865	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013887	
CFC1	55997	2q21.1	chr2:131349738-131357148	0	No evidence available							0	No evidence available							2021-09-22		
CFD	1675	19p13.3	chr19:859664-863641	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013487	
CFL2	1073	14q13.1	chr14:35178319-35183799	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012538	
CFTR	1080	7q31.2	chr7:117120079-117308719	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009061	
CHAMP1	283489	13q34	chr13:115079978-115092797	1	Little evidence for dosage pathogenicity	26751395	26340335	27148580			34021018	0	No evidence available							2024-05-14	MONDO:0100038	
CHAT	1103	10q11.23	chr10:50817141-50875988	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009689	
CHD1L	9557	1q21.1	chr1:146644326-146767443	0	No evidence available							0	No evidence available							2018-08-30		
CHD2	1106	15q26.1	chr15:93443554-93571226	3	Sufficient evidence for dosage pathogenicity	23708187	23020937	24207121				0	No evidence available							2019-10-23	MONDO:0014150	
CHD4	1108	12p13.31	chr12:6679248-6716545	1	Little evidence for dosage pathogenicity	31388190	31238879	34408481				0	No evidence available							2022-11-30	MONDO:0014946	
CHD5	26038	1p36.31	chr1:6161847-6240381	1	Little evidence for dosage pathogenicity	33944996						Not yet evaluated	Not yet evaluated							2022-09-27	MONDO:0100038	
CHD7	55636	8q12.2	chr8:61591299-61780587	3	Sufficient evidence for dosage pathogenicity	21158681	16400610	19248844				0	No evidence available							2023-04-11	MONDO:0008965	
CHD8	57680	14q11.2	chr14:21853358-21924282	3	Sufficient evidence for dosage pathogenicity	23160955	24998929	27824329				0	No evidence available							2018-04-25	MONDO:0100038	
CHEK1	1111	11q24.2	chr11:125495031-125546150	0	No evidence available	33504652	26689913					0	No evidence available							2021-11-10		
CHEK2	11200	22q12.1	chr22:29083731-29137822	3	Sufficient evidence for dosage pathogenicity	15122511	16897426	18381420				0	No evidence available							2020-01-08	MONDO:0016419	
CHKB	1120	22q13.33	chr22:51017392-51021278	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011246	
CHL1	10752	3p26.3	chr3:238446-451100	0	No evidence available	27933663	20101686	34056867	21457564	25451713	12812975	0	No evidence available	23436495	24778888					2023-12-12		
CHM	1121	Xq21.2	chrX:85116185-85302562	3	Sufficient evidence for dosage pathogenicity	33538369	27070432					0	No evidence available							2021-03-24	MONDO:0010557	
CHMP1A	5119	16q24.3	chr16:89710843-89724116	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013990	
CHMP7	91782	8p21.3	chr8:23101150-23119512	0	No evidence available							0	No evidence available							2022-09-27		
CHRDL1	91851	Xq23	chrX:109917084-110039045	3	Sufficient evidence for dosage pathogenicity	22284829	25093588	26020825				0	No evidence available							2016-12-08	MONDO:0010649	
CHRM3	1131	1q43	chr1:239549868-240078750	0	No evidence available							0	No evidence available							2023-11-16		
CHRNA7	1139	15q13.3	chr15:32322686-32465219	0	No evidence available							0	No evidence available							2018-05-10		
CHST6	4166	16q23.1	chr16:75505940-75529339	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009020	
CHSY1	22856	15q26.3	chr15:101715932-101792253	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011533	
CIC	23152	19q13.2	chr19:42772682-42799948	3	Sufficient evidence for dosage pathogenicity	28288114	28263302	22542183	35165976	34117072	30504930	0	No evidence available							2022-11-08	MONDO:0100038	
CIDEC	63924	3p25.3	chr3:9908394-9921937	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014098	
CITED2	10370	6q24.1	chr6:139692944-139695785	0	No evidence available	16287139	31515672	33439552	23082118	28687891	24848765	0	No evidence available							2023-11-29	MONDO:0000119	
