gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
TRAPPC2L	ENST00000301021	Q9UL33	0.650872878576227	0	7.8898	0.575062692165375	7	1.948	9	TRUE
FAM96B	ENST00000422424	Q9Y3D0	0.650490995533993	0	5.4297	3.36457324028015	0	1.603	8	TRUE
SUMO1	ENST00000392245	P63165	0.650482861473625	0	7.1439	2.78655290603638	1	0.419	1	TRUE
TRAPPC2	ENST00000380579	P0DI82	0.650476262372004	0	3.7769	0.949622511863708	6	1.23	6	TRUE
SNRPC	ENST00000244520	P09234	0.65021771354175	0	8.5513	3.59657311439514	0	0.555	2	TRUE
PEA15	ENST00000360472	Q15121	0.650093577528004	0	5.1988	1.61215257644653	4	0.576	2	TRUE
CDK2AP2	ENST00000301488	O75956	0.649376843152863	0	5.1349	1.69241642951965	4	0.583	2	TRUE
TRAPPC1	ENST00000303731	Q9Y5R8	0.649024409627148	0	8.5913	2.45748281478882	2	0.902	4	TRUE
PSMG4	ENST00000438998	Q5JS54	0.648514061090759	0	2.0492	1.22816717624664	5	1.733	8	TRUE
HMGB2	ENST00000446922	P26583	0.647644539024289	0	9.4803	3.52313256263733	0	0.315	1	TRUE
LSM4	ENST00000593829	Q9Y4Z0	0.647488959114163	0	9.2309	0.821103811264038	7	0.991	5	TRUE
HSPA1B	ENST00000375650	P0DMV8	0.647484323222592	0	6.0559	3.34722685813904	0	1.478	7	TRUE
ZCCHC24	ENST00000372336	Q8N2G6	0.647266064440595	0	9.0133	1.52016913890839	4	0.332	1	TRUE
PDE6G	ENST00000571004	P18545	0.647202219809186	0	4.2733	2.87655234336853	1	1.657	8	TRUE
CNRIP1	ENST00000263655	Q96F85	0.647172806300797	0	6.1089	1.50916945934296	5	1.029	5	TRUE
ORMDL3	ENST00000394169	Q8N138	0.646616812192995	0	5.0629	1.42553639411926	5	0.591	2	TRUE
RAB39B	ENST00000369454	Q96DA2	0.646555750552454	0	5.7551	1.63821029663086	4	0.52	2	TRUE
FGF18	ENST00000274625	O76093	0.646354529419477	0	9.1588	2.64428973197937	1	0.687	3	TRUE
ZC4H2	ENST00000374839	Q9NQZ6	0.646109845581619	0	7.676	1.656653881073	4	0.39	1	TRUE
CBX5	ENST00000550411	P45973	0.645923419143595	0	8.5514	3.46589040756226	0	0.35	1	TRUE
SPCS2	ENST00000263672	Q15005	0.645625816315066	0	8.4306	1.51646077632904	4	0.355	1	TRUE
CDC42SE2	ENST00000505065	Q9NRR3	0.645620889283374	0	4.8425	0.777706146240234	7	0.618	2	TRUE
SIX2	ENST00000303077	Q9NPC8	0.644966098244275	0	8.8566	2.25480055809021	2	0.338	1	TRUE
HMGB3	ENST00000448905	O15347	0.644755119211033	0	5.2851	3.96519112586975	0	0.566	2	TRUE
VSNL1	ENST00000406397	P62760	0.644300166547438	0	9.9392	2.33236145973206	2	0.633	3	TRUE
NEDD8	ENST00000250495	Q15843	0.644193967568883	0	6.2171	2.60290932655334	2	0.481	2	TRUE
DR1	ENST00000370267	Q01658	0.642965670630728	0	8.1389	2.85897159576416	1	0.368	1	TRUE
MCTS1	ENST00000371317	Q9ULC4	0.64254953077971	0	6.8179	0.744416475296021	7	0.439	1	TRUE
HYPK	ENST00000442995	Q9NX55	0.642546301092565	0	6.3944	1.9387469291687	3	1.207	6	TRUE
CETN3	ENST00000283122	O15182	0.641762556884091	0	9.2808	1.45232355594635	5	1.409	7	TRUE
FAM19A1	ENST00000496687	Q7Z5A9	0.641733244599417	0	8.5454	2.39284515380859	2	0.737	3	TRUE
THOC3	ENST00000265097	Q96J01	0.641616637783186	0	9.899	3.25056314468384	1	0.925	4	TRUE
YPEL4	ENST00000534711	Q96NS1	0.641020316026716	0	6.7321	2.92258858680725	1	0.935	4	TRUE
CDK2AP1	ENST00000261692	O14519	0.640892378840587	0	5.5331	2.07885074615479	3	0.857	4	TRUE
HPRT1	ENST00000298556	P00492	0.639003836320581	0	8.792	2.92958498001099	1	0.34	1	TRUE
PIN4	ENST00000373669	Q9Y237	0.638544965271368	0	4.1092	1.60821080207825	4	0.727	3	TRUE
TIMM9	ENST00000555404	Q9Y5J7	0.638014784992237	0	5.1425	3.69245839118958	0	1.464	7	TRUE
MAF	ENST00000393350	O75444	0.638014444512304	0	7.7089	2.13435125350952	3	0.388	1	TRUE
TMEM47	ENST00000275954	Q9BQJ4	0.638001276190998	0	5.2734	1.98080229759216	3	0.567	2	TRUE
NUTF2	ENST00000568396	P61970	0.637989565926559	0	8.8543	3.15406608581543	1	0.338	1	TRUE
TMA7	ENST00000438607	Q9Y2S6	0.637684606732305	0	4.6249	1.95592868328094	3	1.748	8	TRUE
ISCA1	ENST00000375991	Q9BUE6	0.637571639451268	0	6.3234	1.11587393283844	6	0.994	5	TRUE
TBPL1	ENST00000237264	P62380	0.637086025129264	0	9.0907	1.56038677692413	4	0.693	3	TRUE
CBLN2	ENST00000269503	Q8IUK8	0.6366134858784	0	5.3725	1.62787258625031	4	1.165	6	TRUE
TRAPPC3	ENST00000373166	O43617	0.636593288480495	0	7.5377	2.88404226303101	1	0.835	4	TRUE
MZT1	ENST00000377818	Q08AG7	0.636464185853139	0	3.126	1.0545437335968	6	1.707	8	TRUE
MPC1	ENST00000360961	Q9Y5U8	0.636436958539148	0	6.5109	1.55234515666962	4	1.186	6	TRUE
PURB	ENST00000395699	Q96QR8	0.636196623238853	0	7.3787	1.54325556755066	4	0.643	3	TRUE
ANAPC15	ENST00000538919	P60006	0.63579531731377	0	8.1194	2.19433569908142	3	0.775	3	TRUE
TIMM17B	ENST00000376582	O60830	0.635407914161916	0	7.3073	2.80733275413513	1	0.861	4	TRUE
VAMP2	ENST00000316509	P63027	0.63349811807788	0	7.0955	2.12037634849548	3	0.422	1	TRUE
IMMP2L	ENST00000452895	Q96T52	0.633231616634932	0	7.5996	2.51334571838379	2	1.202	6	TRUE
TRAPPC6B	ENST00000330149	Q86SZ2	0.632952143927036	0	9.9404	0.806857585906982	7	1.32	7	TRUE
TMEM11	ENST00000317635	P17152	0.631516592887662	0	6.8873	1.54653012752533	4	0.434	1	TRUE
TMEM35	ENST00000372930	Q53FP2	0.631200424676675	0	3.4894	2.00301480293274	3	0.853	4	TRUE
ISCU	ENST00000311893	Q9H1K1	0.630943427517679	0	6.6888	2.01448082923889	3	1.156	6	TRUE
SIX3	ENST00000260653	O95343	0.630226636845461	0	9.2747	3.48636054992676	0	0.323	1	TRUE
CREBL2	ENST00000228865	O60519	0.62969513620749	0	8.5335	1.18504953384399	6	0.556	2	TRUE
FGF9	ENST00000382353	P31371	0.629043574119033	0	9.2698	2.50445604324341	2	0.323	1	TRUE
CXCL14	ENST00000337225	O95715	0.628630848398336	0	6.4363	1.46879363059998	5	1.2	6	TRUE
CHMP2A	ENST00000312547	O43633	0.628566914498118	0	9.6932	3.06283211708069	1	0.8	4	TRUE
LAMTOR5	ENST00000602318	O43504	0.628110523383418	0	5.4326	1.8667129278183	3	1.748	8	TRUE
BTG1	ENST00000256015	P62324	0.627834775916491	0	6.4293	1.73747825622559	4	0.738	3	TRUE
TNNC1	ENST00000232975	P63316	0.627637270788684	0	7.9896	3.49953722953796	0	0.594	2	TRUE
LMO2	ENST00000395833	P25791	0.627517220025875	0	5.8598	2.35299921035767	2	1.071	5	TRUE
NME1-NME2	ENST00000393190	P22392	0.627299585837126	0	7.6661	2.34014892578125	2	1.917	9	TRUE
CCDC58	ENST00000291458	Q4VC31	0.625979200046109	0	9.2428	3.36259865760803	0	1.137	6	TRUE
SMIM15	ENST00000507416	Q7Z3B0	0.62596053820689	0	2.1337	2.02264189720154	3	1.714	8	TRUE
NOP10	ENST00000328848	Q9NPE3	0.625812370781712	0	4.858	1.42777073383331	5	0.616	2	TRUE
DAD1	ENST00000250498	P61803	0.625800408060959	0	4.4851	2.73016238212585	1	1.369	7	TRUE
VPS29	ENST00000549578	Q9UBQ0	0.625784317012457	0	7.9196	2.51089215278625	2	0.599	2	TRUE
CDC34	ENST00000215574	P49427	0.625600497902909	0	9.804	2.03443455696106	3	0.305	1	TRUE
RPLP1	ENST00000260379	P05386	0.625428711898527	0	4.734	1.74270784854889	4	0.998	5	TRUE
MED10	ENST00000255764	Q9BTT4	0.625134801196617	0	7.0904	1.60786294937134	4	1.092	5	TRUE
MYL2	ENST00000228841	P10916	0.624868248764049	0	9.9284	3.07415437698364	1	1.751	8	TRUE
PPIB	ENST00000300026	P23284	0.624856998738664	0	8.0135	2.62631177902222	2	1.6	8	TRUE
MYLPF	ENST00000322861	Q96A32	0.624582444445087	0	9.0667	3.64812016487122	0	0.523	2	TRUE
ARPP19	ENST00000569281	P56211	0.624524634627334	0	4.9202	3.52720999717712	0	0.608	2	TRUE
PLEKHF2	ENST00000519516	Q9H8W4	0.623683242581849	0	6.6047	3.6991138458252	0	0.453	2	TRUE
HIST1H2BA	ENST00000274764	Q96A08	0.623196979413752	0	1.2377	2.50040531158447	2	1.869	9	TRUE
SAP30	ENST00000296504	O75446	0.622856524308281	0	8.2924	2.92505574226379	1	0.759	3	TRUE
ARL2	ENST00000529384	P36404	0.622400603602252	0	9.4982	2.76201200485229	1	0.964	5	TRUE
RPL22L1	ENST00000295830	Q6P5R6	0.622234250454913	0	6.5384	0.956782221794128	6	1.561	8	TRUE
TOMM5	ENST00000321301	Q8N4H5	0.622199166252785	0	1.6372	1.4151246547699	5	1.498	7	TRUE
NOG	ENST00000332822	Q13253	0.62215710023473	0	7.173	2.77966403961182	1	0.417	1	TRUE
RAB3A	ENST00000222256	P20336	0.622100832701685	0	9.2304	2.45903587341309	2	0.324	1	TRUE
MOB3A	ENST00000592280	Q96BX8	0.621212085985827	0	7.3229	2.86314558982849	1	1.703	8	TRUE
MPC2	ENST00000367846	O95563	0.621183636365985	0	7.4876	0.819639027118683	7	0.634	3	TRUE
UNC119B	ENST00000344651	A6NIH7	0.619731275588841	0	9.4158	0.786987483501434	7	0.504	2	TRUE
POLR3K	ENST00000293860	Q9Y2Y1	0.619655315384594	0	5.0746	0.939663290977478	6	1.228	6	TRUE
TMEM170B	ENST00000379426	Q5T4T1	0.617802962660984	0	5.1128	0.60979562997818	7	0.585	2	TRUE
UBE2S	ENST00000264552	Q16763	0.617239055750989	0	7.449	1.00428640842438	6	0.637	3	TRUE
CHMP4B	ENST00000217402	Q9H444	0.617126970121952	0	9.8987	3.30139565467834	0	0.302	1	TRUE
PIN1	ENST00000588695	Q13526	0.616944517159429	0	8.8471	3.06056618690491	1	0.536	2	TRUE
CNIH4	ENST00000465271	Q9P003	0.616798982907078	0	9.1846	NA	NA	0.996	5	TRUE
ARL4C	ENST00000390645	P56559	0.616203898136166	0	4.7355	1.24253714084625	5	0.632	3	TRUE
PGAM2	ENST00000297283	P15259	0.614312211511059	0	9.0684	3.8049578666687	0	1.766	8	TRUE
ORMDL1	ENST00000325795	Q9P0S3	0.614271105333438	0	5.4071	1.41885542869568	5	1.158	6	TRUE
BRI3	ENST00000297290	O95415	0.613830167648908	0	2.5315	2.04514169692993	3	1.814	9	TRUE
POLR2L	ENST00000322028	P62875	0.613797974781448	0	2.2334	0.238890424370766	8	1.946	9	TRUE
ATP6V0E2	ENST00000425642	Q8NHE4	0.612986450537447	0	5.1001	0.300153464078903	8	0.587	2	TRUE
JUN	ENST00000371222	P05412	0.612893812152405	0	7.5966	2.35816240310669	2	1.02	5	TRUE
RALB	ENST00000272519	P11234	0.61218837189336	0	8.9885	1.61568081378937	4	1.018	5	TRUE
COTL1	ENST00000262428	Q14019	0.612056758731742	0	6.5466	1.15269267559052	6	1.18	6	TRUE
PRDX6	ENST00000340385	P30041	0.611458433422519	0	8.0443	1.74502539634705	4	1.595	8	TRUE
MED21	ENST00000282892	Q13503	0.610928642043763	0	8.1625	0.912371337413788	6	1.12	6	TRUE
TIMM10	ENST00000525158	P62072	0.610621767431581	0	3.8738	2.70879244804382	1	1.847	9	TRUE
DAZAP2	ENST00000412716	Q15038	0.610198206976004	0	6.3918	2.37810111045837	2	0.468	2	TRUE
TAF12	ENST00000263974	Q16514	0.609593588943154	0	9.4356	2.99900078773499	1	0.317	1	TRUE
AP1S3	ENST00000446015	Q96PC3	0.609577397809394	0	7.057	3.87879991531372	0	1.097	5	TRUE
PPIL3	ENST00000392283	Q9H2H8	0.60923734366065	0	9.2076	2.17663812637329	3	0.515	2	TRUE
ID2	ENST00000396290	Q02363	0.608358983687571	0	3.6015	3.79809856414795	0	0.827	4	TRUE
KCTD12	ENST00000377474	Q96CX2	0.607706900510787	0	7.6852	1.04077422618866	6	1.008	5	TRUE
CETN2	ENST00000370277	P41208	0.607703017037267	0	6.0902	1.69080603122711	4	0.779	3	TRUE
CDK5R1	ENST00000313401	Q15078	0.607315438886031	0	7.9179	1.8025985956192	4	0.378	1	TRUE
C1QL3	ENST00000298943	Q5VWW1	0.607110132507031	0	6.2163	2.3288209438324	2	0.763	3	TRUE
NR2F6	ENST00000291442	P10588	0.606884698356366	0	9.872	1.81795167922974	4	0.638	3	TRUE
TMEM229B	ENST00000557006	Q8NBD8	0.606366242437196	0	5.5517	1.11839175224304	6	1.129	6	TRUE
EIF3C	ENST00000566866	Q99613	0.606219016580536	0	4.145	3.91652750968933	0	1.926	9	TRUE
FAM32A	ENST00000263384	Q9Y421	0.605574758933281	0	5.9539	0.802166759967804	7	1.291	6	TRUE
CHMP1B	ENST00000526991	Q7LBR1	0.60527686388195	0	4.3464	1.1156233549118	6	0.688	3	TRUE
ENY2	ENST00000521688	Q9NPA8	0.604936863094203	0	6.7774	1.14432990550995	6	0.442	1	TRUE
EIF3CL	ENST00000380876	B5ME19	0.604912200659991	0	4.0751	3.7353343963623	0	1.696	8	TRUE
PQBP1	ENST00000396763	O60828	0.604803996354044	0	9.5076	2.78233981132507	1	0.499	2	TRUE
MRFAP1	ENST00000382581	Q9Y605	0.604520037851915	0	4.1332	0.834003806114197	7	1.135	6	TRUE
LEPROTL1	ENST00000321250	O95214	0.603807752379158	0	5.0933	1.35867094993591	5	0.929	4	TRUE
TSSK6	ENST00000585580	Q9BXA6	0.603565529568271	0	9.0688	1.76037800312042	4	0.523	2	TRUE
BLCAP	ENST00000432507	P62952	0.603079294840977	0	2.0222	3.4192943572998	0	1.339	7	TRUE
FAM220A	ENST00000578372	A0A0C4DGP1	0.602874064675266	0	1.0991	4.35806274414062	0	1.883	9	TRUE
HSBP1	ENST00000570259	O75506	0.602668814163005	0	3.202	1.01883721351624	6	1.402	7	TRUE
PSMB5	ENST00000361611	P28074	0.602585214980495	0	9.9801	2.79929232597351	1	0.3	1	TRUE
LMO4	ENST00000370542	P61968	0.602045080716751	0	7.9696	4.72816181182861	0	0.595	2	TRUE
PRADC1	ENST00000258083	Q9BSG0	0.601876509927856	0	9.3012	2.28525876998901	2	1.533	7	TRUE
ENSA	ENST00000369014	O43768	0.601456400088525	0	6.9223	1.41948688030243	5	0.909	4	TRUE
TUSC2	ENST00000232496	O75896	0.601180015203598	0	4.8246	1.55699098110199	4	0.62	3	TRUE
RAB3B	ENST00000371655	P20337	0.600931316434661	0	8.3501	0.484154254198074	8	0.754	3	TRUE
MMGT1	ENST00000305963	Q8N4V1	0.600885254514989	0	5.2972	1.1568067073822	6	0.565	2	TRUE
TSPAN7	ENST00000378482	P41732	0.600878543999557	0	8.8594	2.97188091278076	1	0.535	2	TRUE
HNRNPH2	ENST00000316594	P55795	0.600836474552018	0	9.6934	3.99683380126953	0	0.309	1	TRUE
HAND2	ENST00000359562	P61296	0.600811320060239	0	5.0307	1.83899784088135	3	0.941	4	TRUE
C12orf57	ENST00000229281	Q99622	0.600395078706129	0	5.1867	2.76604247093201	1	1.863	9	TRUE
C12orf44	ENST00000336854	Q9BSB4	0.599739067578737	0	7.1674	2.22644186019897	2	0.662	3	TRUE
MED28	ENST00000237380	Q9H204	0.59969828142182	0	9.3689	0.271918594837189	8	1.397	7	TRUE
TOMM7	ENST00000358435	Q9P0U1	0.599172902627167	0	3.6974	1.2794486284256	5	1.764	8	TRUE
POU4F1	ENST00000377208	Q01851	0.598967636492895	0	7.1025	2.0991325378418	3	0.421	1	TRUE
BLOC1S2	ENST00000370372	Q6QNY1	0.598702301942608	0	7.7533	0.93962699174881	6	1.178	6	TRUE
TMEM240	ENST00000425828	Q5SV17	0.598652153463889	0	7.2344	2.44411826133728	2	0.87	4	TRUE
SPSB4	ENST00000310546	Q96A44	0.598491664599581	0	8.3151	1.62306654453278	4	1.413	7	TRUE
DNAJC19	ENST00000382564	Q96DA6	0.598380956068457	0	9.0297	1.16086447238922	6	1.308	6	TRUE
ZNRF1	ENST00000567962	Q8ND25	0.598328686687369	0	7.6248	3.02313280105591	1	0.392	1	TRUE
GOLT1B	ENST00000229314	Q9Y3E0	0.597914145632641	0	6.2844	1.40888714790344	5	0.476	2	TRUE
RBM24	ENST00000379052	Q9BX46	0.597184158300365	0	8.5882	3.37089943885803	0	0.903	4	TRUE
HNRNPA0	ENST00000314940	Q13151	0.596971339114996	0	7.9608	0.962367296218872	6	0.376	1	TRUE
TAX1BP3	ENST00000225525	O14907	0.596465301575093	0	6.0182	1.55778050422668	4	1.485	7	TRUE
PFDN5	ENST00000334478	Q99471	0.596350586537178	0	8.882	3.66867136955261	0	1.329	7	TRUE
RRAS	ENST00000246792	P10301	0.595999224468795	0	9.5631	2.18157434463501	3	1.099	5	TRUE
CAMK2N1	ENST00000375078	Q7Z7J9	0.595772267777277	0	2.3081	1.5217524766922	4	1.67	8	TRUE
MTURN	ENST00000324453	Q8N3F0	0.595008560477856	0	5.4354	0.667582035064697	7	0.872	4	TRUE
BGN	ENST00000331595	P21810	0.594250323857875	0	9.8846	0.532519340515137	8	0.637	3	TRUE
GJB2	ENST00000382848	P29033	0.59400669311879	0	6.5002	1.22564148902893	5	1.984	9	TRUE
VAMP3	ENST00000054666	Q15836	0.593364193894648	0	8.2614	0.909559667110443	6	1.269	6	TRUE
TRIAP1	ENST00000546954	O43715	0.592658907797637	0	3.5519	1.36435270309448	5	1.608	8	TRUE
TRAPPC5	ENST00000426877	Q8IUR0	0.592157228468104	0	3.1383	3.31707334518433	0	1.422	7	TRUE
MYL4	ENST00000393450	P12829	0.591677990020416	0	9.511	2.93605732917786	1	1.377	7	TRUE
CDIPT	ENST00000570016	O14735	0.591455053345321	0	9.7613	1.86859452724457	3	0.794	4	TRUE
HSPE1	ENST00000233893	P61604	0.590398380145691	0	5.3855	3.43767690658569	0	0.556	2	TRUE
RNF24	ENST00000358395	Q9Y225	0.590314806313637	0	8.6132	0.538984537124634	8	0.9	4	TRUE
TWIST1	ENST00000242261	Q15672	0.589002942040961	0	4.4659	2.82964038848877	1	1.056	5	TRUE
GATAD1	ENST00000287957	Q8WUU5	0.5889310104362	0	9.6434	0.834653258323669	7	0.653	3	TRUE
SLC31A1	ENST00000374212	O15431	0.58877964374942	0	7.8377	0.912792503833771	6	0.989	5	TRUE
C1QL1	ENST00000253407	O75973	0.587864498851182	0	5.2258	1.83286643028259	4	1.907	9	TRUE
CISD2	ENST00000273986	Q8N5K1	0.58744053524283	0	5.2021	0.521540522575378	8	0.91	4	TRUE
FAM78A	ENST00000372271	Q5JUQ0	0.587129689108727	0	9.0183	1.21427547931671	5	0.698	3	TRUE
PRDX2	ENST00000301522	P32119	0.586447816704631	0	8.5915	2.76643466949463	1	0.902	4	TRUE
UBE2C	ENST00000356455	O00762	0.5859288105825	0	9.1388	3.16463804244995	1	0.848	4	TRUE
RPS4Y1	ENST00000250784	P22090	0.585207074981197	0	3.1427	2.68926167488098	1	0.942	4	TRUE
SRSF10	ENST00000492112	O75494	0.584352728277138	0	1.2572	1.57994329929352	4	1.642	8	TRUE
C1QL2	ENST00000272520	Q7Z5L3	0.584251077018706	0	6.3335	1.47751545906067	5	1.218	6	TRUE
DPH3	ENST00000488423	Q96FX2	0.584204483201722	0	3.8988	0.28988379240036	8	1.52	7	TRUE
ARL5A	ENST00000295087	Q9Y689	0.584129359149196	0	9.7142	1.17997670173645	6	0.798	4	TRUE
EGR3	ENST00000317216	Q06889	0.58381183254783	0	9.5973	2.19821095466614	3	0.312	1	TRUE
UNC119	ENST00000335765	Q13432	0.583757708887632	0	9.8853	2.37522912025452	2	1.327	7	TRUE
C1QL4	ENST00000334221	Q86Z23	0.583700509728025	0	5.2894	1.15067970752716	6	0.896	4	TRUE
BLOC1S1	ENST00000548925	P78537	0.583545842159187	0	8.0486	3.31701588630676	0	0.963	5	TRUE
ATP5L	ENST00000300688	O75964	0.583108709238737	0	5.6973	1.38007760047913	5	1.55	8	TRUE
ANAPC16	ENST00000299381	Q96DE5	0.583077783931463	0	5.3402	0.851790189743042	7	1.42	7	TRUE
UBTD1	ENST00000370664	Q9HAC8	0.582951070036	0	8.8567	2.21247243881226	2	0.536	2	TRUE
POP7	ENST00000303151	O75817	0.582690345396349	0	2.7269	1.62712001800537	4	1.783	9	TRUE
SRP9	ENST00000304786	P49458	0.582615252315626	0	5.2379	1.28377425670624	5	0.904	4	TRUE
ATP5G3	ENST00000392541	P48201	0.581917825586726	0	7.6238	3.67041945457458	0	0.826	4	TRUE
TOMM22	ENST00000216034	Q9NS69	0.581880031839774	0	7.1918	0.914107799530029	6	0.66	3	TRUE
ARPC5L	ENST00000259477	Q9BPX5	0.581499907635055	0	6.6094	2.12075996398926	3	0.718	3	TRUE
CITED2	ENST00000536159	Q99967	0.580946765487025	0	4.7622	3.31424498558044	0	0.628	3	TRUE
KCNJ12	ENST00000331718	Q14500	0.580883258962117	1	7.3543	3.00592613220215	1	1.053	5	TRUE
NAA38	ENST00000249299	O95777	0.580842364079166	1	5.9736	0.272884517908096	8	1.494	7	TRUE
CAMK2N2	ENST00000296238	Q96S95	0.580534744517091	1	3.0381	1.5083601474762	5	1.453	7	TRUE
PFDN2	ENST00000368010	Q9UHV9	0.58044359849732	1	8.76	3.15021753311157	1	0.719	3	TRUE
CLDN7	ENST00000397317	O95471	0.579948351533958	1	8.4893	1.42607486248016	5	1.236	6	TRUE
C16orf87	ENST00000285697	Q6PH81	0.579879026331957	1	9.4735	0.625118315219879	7	1.109	5	TRUE
SPTSSA	ENST00000298130	Q969W0	0.579625881706234	1	3.345	1.13679003715515	6	0.888	4	TRUE
SUB1	ENST00000502897	P53999	0.579448868107944	1	7.2326	3.69919919967651	0	0.414	1	TRUE
FIS1	ENST00000223136	Q9Y3D6	0.579325137094354	1	9.191	2.00920224189758	3	1.548	8	TRUE
ZNHIT1	ENST00000305105	O43257	0.579114113038867	1	9.8017	2.34354376792908	2	1.578	8	TRUE
PARK7	ENST00000377488	Q99497	0.578957136653652	1	8.9661	3.18724775314331	1	0.529	2	TRUE
SEC61B	ENST00000223641	P60468	0.578721371202014	1	5.0617	3.16298770904541	1	1.483	7	TRUE
FUNDC1	ENST00000378045	Q8IVP5	0.578641093343273	1	6.723	2.72486233711243	1	1.15	6	TRUE
MED11	ENST00000293777	Q9P086	0.578025272463592	1	5.9243	1.75828468799591	4	1.933	9	TRUE
PTP4A3	ENST00000329397	O75365	0.577804378477803	1	6.9145	0.118528544902802	9	1.119	6	TRUE
RBM3	ENST00000376755	P98179	0.577605950130821	1	5.7708	2.00801396369934	3	0.519	2	TRUE
ARPC5	ENST00000359856	O15511	0.577387287701389	1	5.8354	0.533957183361053	8	0.513	2	TRUE
RAB3D	ENST00000589655	O95716	0.577239498203729	1	9.2219	3.14724898338318	1	1.544	8	TRUE
MED30	ENST00000297347	Q96HR3	0.577023870961955	1	9.35	2.83808851242065	1	0.673	3	TRUE
PRDX1	ENST00000319248	Q06830	0.576666292512705	1	8.5871	3.02934288978577	1	1.905	9	TRUE
PDZD11	ENST00000374454	Q5EBL8	0.576532121990123	1	6.7793	2.84941077232361	1	0.928	4	TRUE
FAM19A2	ENST00000551619	Q8N3H0	0.57489546197878	1	8.6602	1.80034935474396	4	0.727	3	TRUE
DIRAS1	ENST00000585334	O95057	0.574695209974234	1	4.9166	3.87635660171509	0	0.962	5	TRUE
BOD1	ENST00000311086	Q96IK1	0.574534752932249	1	7.5065	1.02343988418579	6	0.839	4	TRUE
EIF4EBP2	ENST00000373218	Q13542	0.574180407528796	1	4.0396	0.484448432922363	8	1.159	6	TRUE
KCTD6	ENST00000355076	Q8NC69	0.574138874493896	1	8.5739	2.18432259559631	3	1.067	5	TRUE
EIF2S3L	ENST00000538173	Q2VIR3	0.573952766339349	1	9.0426	3.37413597106934	0	1.306	6	TRUE
CRABP1	ENST00000299529	P29762	0.573583890100878	1	6.2415	2.86013031005859	1	1.441	7	TRUE
RASD1	ENST00000225688	Q9Y272	0.573507530044378	1	6.5258	2.21397542953491	2	1.184	6	TRUE
CLIC2	ENST00000369449	O15247	0.57346984750514	1	7.1263	1.1981201171875	6	1.086	5	TRUE
LDOC1	ENST00000370526	O95751	0.573454310967528	1	2.1564	0.345761984586716	8	1.284	6	TRUE
ARL6IP5	ENST00000273258	O75915	0.573172352505518	1	4.9621	1.54588985443115	4	1.254	6	TRUE
LIN28A	ENST00000326279	Q9H9Z2	0.57309813986109	1	8.9011	1.45297753810883	5	1.028	5	TRUE
TXN	ENST00000374517	P10599	0.572362068304948	1	6.8196	1.49623203277588	5	0.923	4	TRUE
MORF4L2	ENST00000433176	Q15014	0.572251190282198	1	5.5025	2.64301323890686	2	0.544	2	TRUE
CRYAA	ENST00000291554	P02489	0.571786755948946	1	6.3768	1.87947750091553	3	0.986	5	TRUE
VBP1	ENST00000286428	P61758	0.571521182012255	1	7.0197	2.24644804000854	2	0.426	1	TRUE
NDUFA3	ENST00000485876	O95167	0.571393418759659	1	4.0806	0.769901514053345	7	1.473	7	TRUE
NHP2	ENST00000274606	Q9NX24	0.571320473527097	1	7.1545	2.29060578346252	2	1.082	5	TRUE
TAGLN	ENST00000532870	Q01995	0.570798216989217	1	8.5516	1.32465791702271	5	0.907	4	TRUE
NUDT16L1	ENST00000304301	Q9BRJ7	0.570522465141716	1	6.3797	0.828528583049774	7	1.725	8	TRUE
IFT20	ENST00000585313	Q8IY31	0.570503398909245	1	7.1975	2.29544591903687	2	0.659	3	TRUE
RHOU	ENST00000366691	Q7L0Q8	0.570492739291201	1	8.3015	0.76322603225708	7	0.934	4	TRUE
TMEM164	ENST00000372068	Q5U3C3	0.570473316949554	1	9.0987	0.967921137809753	6	0.329	1	TRUE
IMP3	ENST00000403490	Q9NV31	0.570372944899764	1	3.8025	1.2526159286499	5	1.966	9	TRUE
NXT1	ENST00000254998	Q9UKK6	0.570260129905424	1	3.3442	1.7184681892395	4	0.888	4	TRUE
RNF122	ENST00000256257	Q9H9V4	0.570243823065135	1	9.9967	1.28968381881714	5	0.776	3	TRUE
C20orf24	ENST00000373852	Q9BUV8	0.569968990443562	1	8.8354	2.58517384529114	2	0.537	2	TRUE
FGF20	ENST00000180166	Q9NP95	0.5698788436082	1	5.553	1.97444295883179	3	0.539	2	TRUE
GNG2	ENST00000556752	P59768	0.569843601669874	1	1.9865	1.00463783740997	6	1.354	7	TRUE
RASD2	ENST00000216127	Q96D21	0.569285424683689	1	6.4389	1.08097589015961	6	0.737	3	TRUE
HIGD1A	ENST00000418900	Q9Y241	0.569051238912321	1	4.6681	0.981121003627777	6	1.323	7	TRUE
ARL14EP	ENST00000282032	Q8N8R7	0.568852691895639	1	9.0864	1.22410869598389	5	0.693	3	TRUE
NXPH2	ENST00000272641	O95156	0.568727600009469	1	8.3382	1.89589107036591	3	0.359	1	TRUE
NDUFA4	ENST00000339600	O00483	0.568510569499195	1	5.4332	0.392904222011566	8	1.4	7	TRUE
FKBP1B	ENST00000380986	P68106	0.568433675043083	1	4.9742	2.78652215003967	1	0.951	5	TRUE
